filepath,filename,class_name,label_id,split,raw_source_id,G09_Date_Magnification,G14_RAWSource
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Adenovirus/10_1.tif,10_1.tif,Adenovirus,0,train,train/Adenovirus/A4-080201_7.tif,2009-10-19 14:30:14 | 73000,train/Adenovirus/A4-080201_7.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/22_9.tif,22_9.tif,Astrovirus,1,train,train/Astrovirus/B2-080128_15.tif,2009-10-26 13:38:38 | 150000,train/Astrovirus/B2-080128_15.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/23_1.tif,23_1.tif,Astrovirus,1,train,train/Astrovirus/B2-080128_19.tif,2009-10-26 13:38:39 | 150000,train/Astrovirus/B2-080128_19.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/23_10.tif,23_10.tif,Astrovirus,1,train,train/Astrovirus/B2-080128_19.tif,2009-10-26 13:38:39 | 150000,train/Astrovirus/B2-080128_19.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/23_11.tif,23_11.tif,Astrovirus,1,train,train/Astrovirus/B2-080128_19.tif,2009-10-26 13:38:39 | 150000,train/Astrovirus/B2-080128_19.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/23_12.tif,23_12.tif,Astrovirus,1,train,train/Astrovirus/B2-080128_19.tif,2009-10-26 13:38:39 | 150000,train/Astrovirus/B2-080128_19.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/23_13.tif,23_13.tif,Astrovirus,1,train,train/Astrovirus/B2-080128_19.tif,2009-10-26 13:38:39 | 150000,train/Astrovirus/B2-080128_19.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/23_14.tif,23_14.tif,Astrovirus,1,train,train/Astrovirus/B2-080128_19.tif,2009-10-26 13:38:39 | 150000,train/Astrovirus/B2-080128_19.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/23_2.tif,23_2.tif,Astrovirus,1,train,train/Astrovirus/B2-080128_19.tif,2009-10-26 13:38:39 | 150000,train/Astrovirus/B2-080128_19.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/23_3.tif,23_3.tif,Astrovirus,1,train,train/Astrovirus/B2-080128_19.tif,2009-10-26 13:38:39 | 150000,train/Astrovirus/B2-080128_19.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/23_4.tif,23_4.tif,Astrovirus,1,train,train/Astrovirus/B2-080128_19.tif,2009-10-26 13:38:39 | 150000,train/Astrovirus/B2-080128_19.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/23_5.tif,23_5.tif,Astrovirus,1,train,train/Astrovirus/B2-080128_19.tif,2009-10-26 13:38:39 | 150000,train/Astrovirus/B2-080128_19.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/23_6.tif,23_6.tif,Astrovirus,1,train,train/Astrovirus/B2-080128_19.tif,2009-10-26 13:38:39 | 150000,train/Astrovirus/B2-080128_19.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/23_7.tif,23_7.tif,Astrovirus,1,train,train/Astrovirus/B2-080128_19.tif,2009-10-26 13:38:39 | 150000,train/Astrovirus/B2-080128_19.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/23_8.tif,23_8.tif,Astrovirus,1,train,train/Astrovirus/B2-080128_19.tif,2009-10-26 13:38:39 | 150000,train/Astrovirus/B2-080128_19.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/23_9.tif,23_9.tif,Astrovirus,1,train,train/Astrovirus/B2-080128_19.tif,2009-10-26 13:38:39 | 150000,train/Astrovirus/B2-080128_19.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/24_1.tif,24_1.tif,Astrovirus,1,train,train/Astrovirus/B2-080128_20.tif,2009-10-26 13:38:41 | 150000,train/Astrovirus/B2-080128_20.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/24_2.tif,24_2.tif,Astrovirus,1,train,train/Astrovirus/B2-080128_20.tif,2009-10-26 13:38:41 | 150000,train/Astrovirus/B2-080128_20.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/24_3.tif,24_3.tif,Astrovirus,1,train,train/Astrovirus/B2-080128_20.tif,2009-10-26 13:38:41 | 150000,train/Astrovirus/B2-080128_20.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/24_4.tif,24_4.tif,Astrovirus,1,train,train/Astrovirus/B2-080128_20.tif,2009-10-26 13:38:41 | 150000,train/Astrovirus/B2-080128_20.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/24_5.tif,24_5.tif,Astrovirus,1,train,train/Astrovirus/B2-080128_20.tif,2009-10-26 13:38:41 | 150000,train/Astrovirus/B2-080128_20.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/24_6.tif,24_6.tif,Astrovirus,1,train,train/Astrovirus/B2-080128_20.tif,2009-10-26 13:38:41 | 150000,train/Astrovirus/B2-080128_20.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/24_7.tif,24_7.tif,Astrovirus,1,train,train/Astrovirus/B2-080128_20.tif,2009-10-26 13:38:41 | 150000,train/Astrovirus/B2-080128_20.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/25_1.tif,25_1.tif,Astrovirus,1,train,train/Astrovirus/B2-080128_21.tif,2009-10-26 13:38:44 | 150000,train/Astrovirus/B2-080128_21.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/25_2.tif,25_2.tif,Astrovirus,1,train,train/Astrovirus/B2-080128_21.tif,2009-10-26 13:38:44 | 150000,train/Astrovirus/B2-080128_21.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/25_3.tif,25_3.tif,Astrovirus,1,train,train/Astrovirus/B2-080128_21.tif,2009-10-26 13:38:44 | 150000,train/Astrovirus/B2-080128_21.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/26_1.tif,26_1.tif,Astrovirus,1,train,train/Astrovirus/B2-080128_22.tif,2009-10-26 13:38:38 | 150000,train/Astrovirus/B2-080128_22.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/26_10.tif,26_10.tif,Astrovirus,1,train,train/Astrovirus/B2-080128_22.tif,2009-10-26 13:38:38 | 150000,train/Astrovirus/B2-080128_22.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/26_11.tif,26_11.tif,Astrovirus,1,train,train/Astrovirus/B2-080128_22.tif,2009-10-26 13:38:38 | 150000,train/Astrovirus/B2-080128_22.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/26_12.tif,26_12.tif,Astrovirus,1,train,train/Astrovirus/B2-080128_22.tif,2009-10-26 13:38:38 | 150000,train/Astrovirus/B2-080128_22.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/26_13.tif,26_13.tif,Astrovirus,1,train,train/Astrovirus/B2-080128_22.tif,2009-10-26 13:38:38 | 150000,train/Astrovirus/B2-080128_22.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/26_14.tif,26_14.tif,Astrovirus,1,train,train/Astrovirus/B2-080128_22.tif,2009-10-26 13:38:38 | 150000,train/Astrovirus/B2-080128_22.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/26_15.tif,26_15.tif,Astrovirus,1,train,train/Astrovirus/B2-080128_22.tif,2009-10-26 13:38:38 | 150000,train/Astrovirus/B2-080128_22.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/26_2.tif,26_2.tif,Astrovirus,1,train,train/Astrovirus/B2-080128_22.tif,2009-10-26 13:38:38 | 150000,train/Astrovirus/B2-080128_22.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/26_3.tif,26_3.tif,Astrovirus,1,train,train/Astrovirus/B2-080128_22.tif,2009-10-26 13:38:38 | 150000,train/Astrovirus/B2-080128_22.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/26_4.tif,26_4.tif,Astrovirus,1,train,train/Astrovirus/B2-080128_22.tif,2009-10-26 13:38:38 | 150000,train/Astrovirus/B2-080128_22.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/26_5.tif,26_5.tif,Astrovirus,1,train,train/Astrovirus/B2-080128_22.tif,2009-10-26 13:38:38 | 150000,train/Astrovirus/B2-080128_22.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/26_6.tif,26_6.tif,Astrovirus,1,train,train/Astrovirus/B2-080128_22.tif,2009-10-26 13:38:38 | 150000,train/Astrovirus/B2-080128_22.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/26_7.tif,26_7.tif,Astrovirus,1,train,train/Astrovirus/B2-080128_22.tif,2009-10-26 13:38:38 | 150000,train/Astrovirus/B2-080128_22.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/26_8.tif,26_8.tif,Astrovirus,1,train,train/Astrovirus/B2-080128_22.tif,2009-10-26 13:38:38 | 150000,train/Astrovirus/B2-080128_22.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/26_9.tif,26_9.tif,Astrovirus,1,train,train/Astrovirus/B2-080128_22.tif,2009-10-26 13:38:38 | 150000,train/Astrovirus/B2-080128_22.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/27_1.tif,27_1.tif,Astrovirus,1,train,train/Astrovirus/B2-080128_25.tif,2009-10-26 13:38:43 | 150000,train/Astrovirus/B2-080128_25.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/27_10.tif,27_10.tif,Astrovirus,1,train,train/Astrovirus/B2-080128_25.tif,2009-10-26 13:38:43 | 150000,train/Astrovirus/B2-080128_25.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/27_11.tif,27_11.tif,Astrovirus,1,train,train/Astrovirus/B2-080128_25.tif,2009-10-26 13:38:43 | 150000,train/Astrovirus/B2-080128_25.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/27_12.tif,27_12.tif,Astrovirus,1,train,train/Astrovirus/B2-080128_25.tif,2009-10-26 13:38:43 | 150000,train/Astrovirus/B2-080128_25.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/27_2.tif,27_2.tif,Astrovirus,1,train,train/Astrovirus/B2-080128_25.tif,2009-10-26 13:38:43 | 150000,train/Astrovirus/B2-080128_25.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/27_3.tif,27_3.tif,Astrovirus,1,train,train/Astrovirus/B2-080128_25.tif,2009-10-26 13:38:43 | 150000,train/Astrovirus/B2-080128_25.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/27_4.tif,27_4.tif,Astrovirus,1,train,train/Astrovirus/B2-080128_25.tif,2009-10-26 13:38:43 | 150000,train/Astrovirus/B2-080128_25.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/27_5.tif,27_5.tif,Astrovirus,1,train,train/Astrovirus/B2-080128_25.tif,2009-10-26 13:38:43 | 150000,train/Astrovirus/B2-080128_25.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/27_6.tif,27_6.tif,Astrovirus,1,train,train/Astrovirus/B2-080128_25.tif,2009-10-26 13:38:43 | 150000,train/Astrovirus/B2-080128_25.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/27_7.tif,27_7.tif,Astrovirus,1,train,train/Astrovirus/B2-080128_25.tif,2009-10-26 13:38:43 | 150000,train/Astrovirus/B2-080128_25.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/27_8.tif,27_8.tif,Astrovirus,1,train,train/Astrovirus/B2-080128_25.tif,2009-10-26 13:38:43 | 150000,train/Astrovirus/B2-080128_25.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/27_9.tif,27_9.tif,Astrovirus,1,train,train/Astrovirus/B2-080128_25.tif,2009-10-26 13:38:43 | 150000,train/Astrovirus/B2-080128_25.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/28_1.tif,28_1.tif,Astrovirus,1,train,train/Astrovirus/B2-080128_5.tif,2009-10-26 13:38:39 | 150000,train/Astrovirus/B2-080128_5.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/28_2.tif,28_2.tif,Astrovirus,1,train,train/Astrovirus/B2-080128_5.tif,2009-10-26 13:38:39 | 150000,train/Astrovirus/B2-080128_5.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/29_1.tif,29_1.tif,Astrovirus,1,train,train/Astrovirus/B2-080128_8.tif,2009-10-26 13:38:40 | 150000,train/Astrovirus/B2-080128_8.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/29_2.tif,29_2.tif,Astrovirus,1,train,train/Astrovirus/B2-080128_8.tif,2009-10-26 13:38:40 | 150000,train/Astrovirus/B2-080128_8.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/2_1.tif,2_1.tif,Astrovirus,1,train,train/Astrovirus/103279-B6-090323_12.tif,2009-10-26 13:38:44 | 105000,train/Astrovirus/103279-B6-090323_12.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/2_2.tif,2_2.tif,Astrovirus,1,train,train/Astrovirus/103279-B6-090323_12.tif,2009-10-26 13:38:44 | 105000,train/Astrovirus/103279-B6-090323_12.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/2_3.tif,2_3.tif,Astrovirus,1,train,train/Astrovirus/103279-B6-090323_12.tif,2009-10-26 13:38:44 | 105000,train/Astrovirus/103279-B6-090323_12.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/30_1.tif,30_1.tif,Astrovirus,1,train,train/Astrovirus/B2-080128_9.tif,2009-10-26 13:38:38 | 105000,train/Astrovirus/B2-080128_9.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/30_2.tif,30_2.tif,Astrovirus,1,train,train/Astrovirus/B2-080128_9.tif,2009-10-26 13:38:38 | 105000,train/Astrovirus/B2-080128_9.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/30_3.tif,30_3.tif,Astrovirus,1,train,train/Astrovirus/B2-080128_9.tif,2009-10-26 13:38:38 | 105000,train/Astrovirus/B2-080128_9.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/30_4.tif,30_4.tif,Astrovirus,1,train,train/Astrovirus/B2-080128_9.tif,2009-10-26 13:38:38 | 105000,train/Astrovirus/B2-080128_9.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/30_5.tif,30_5.tif,Astrovirus,1,train,train/Astrovirus/B2-080128_9.tif,2009-10-26 13:38:38 | 105000,train/Astrovirus/B2-080128_9.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/30_6.tif,30_6.tif,Astrovirus,1,train,train/Astrovirus/B2-080128_9.tif,2009-10-26 13:38:38 | 105000,train/Astrovirus/B2-080128_9.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/31_1.tif,31_1.tif,Astrovirus,1,train,train/Astrovirus/B4-080125_10.tif,2009-10-26 13:38:45 | 150000,train/Astrovirus/B4-080125_10.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/32_1.tif,32_1.tif,Astrovirus,1,train,train/Astrovirus/B4-080125_13.tif,2009-10-26 13:38:42 | 150000,train/Astrovirus/B4-080125_13.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/33_1.tif,33_1.tif,Astrovirus,1,train,train/Astrovirus/B4-080125_14.tif,2009-10-26 13:38:39 | 150000,train/Astrovirus/B4-080125_14.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/34_1.tif,34_1.tif,Astrovirus,1,train,train/Astrovirus/B4-080125_15.tif,2009-10-26 13:38:38 | 105000,train/Astrovirus/B4-080125_15.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/34_10.tif,34_10.tif,Astrovirus,1,train,train/Astrovirus/B4-080125_15.tif,2009-10-26 13:38:38 | 105000,train/Astrovirus/B4-080125_15.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/34_11.tif,34_11.tif,Astrovirus,1,train,train/Astrovirus/B4-080125_15.tif,2009-10-26 13:38:38 | 105000,train/Astrovirus/B4-080125_15.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/34_12.tif,34_12.tif,Astrovirus,1,train,train/Astrovirus/B4-080125_15.tif,2009-10-26 13:38:38 | 105000,train/Astrovirus/B4-080125_15.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/34_13.tif,34_13.tif,Astrovirus,1,train,train/Astrovirus/B4-080125_15.tif,2009-10-26 13:38:38 | 105000,train/Astrovirus/B4-080125_15.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/34_14.tif,34_14.tif,Astrovirus,1,train,train/Astrovirus/B4-080125_15.tif,2009-10-26 13:38:38 | 105000,train/Astrovirus/B4-080125_15.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/34_15.tif,34_15.tif,Astrovirus,1,train,train/Astrovirus/B4-080125_15.tif,2009-10-26 13:38:38 | 105000,train/Astrovirus/B4-080125_15.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/34_16.tif,34_16.tif,Astrovirus,1,train,train/Astrovirus/B4-080125_15.tif,2009-10-26 13:38:38 | 105000,train/Astrovirus/B4-080125_15.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/34_17.tif,34_17.tif,Astrovirus,1,train,train/Astrovirus/B4-080125_15.tif,2009-10-26 13:38:38 | 105000,train/Astrovirus/B4-080125_15.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/34_18.tif,34_18.tif,Astrovirus,1,train,train/Astrovirus/B4-080125_15.tif,2009-10-26 13:38:38 | 105000,train/Astrovirus/B4-080125_15.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/34_19.tif,34_19.tif,Astrovirus,1,train,train/Astrovirus/B4-080125_15.tif,2009-10-26 13:38:38 | 105000,train/Astrovirus/B4-080125_15.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/34_2.tif,34_2.tif,Astrovirus,1,train,train/Astrovirus/B4-080125_15.tif,2009-10-26 13:38:38 | 105000,train/Astrovirus/B4-080125_15.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/34_20.tif,34_20.tif,Astrovirus,1,train,train/Astrovirus/B4-080125_15.tif,2009-10-26 13:38:38 | 105000,train/Astrovirus/B4-080125_15.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/34_21.tif,34_21.tif,Astrovirus,1,train,train/Astrovirus/B4-080125_15.tif,2009-10-26 13:38:38 | 105000,train/Astrovirus/B4-080125_15.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/34_22.tif,34_22.tif,Astrovirus,1,train,train/Astrovirus/B4-080125_15.tif,2009-10-26 13:38:38 | 105000,train/Astrovirus/B4-080125_15.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/34_23.tif,34_23.tif,Astrovirus,1,train,train/Astrovirus/B4-080125_15.tif,2009-10-26 13:38:38 | 105000,train/Astrovirus/B4-080125_15.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/34_24.tif,34_24.tif,Astrovirus,1,train,train/Astrovirus/B4-080125_15.tif,2009-10-26 13:38:38 | 105000,train/Astrovirus/B4-080125_15.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/34_25.tif,34_25.tif,Astrovirus,1,train,train/Astrovirus/B4-080125_15.tif,2009-10-26 13:38:38 | 105000,train/Astrovirus/B4-080125_15.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/34_26.tif,34_26.tif,Astrovirus,1,train,train/Astrovirus/B4-080125_15.tif,2009-10-26 13:38:38 | 105000,train/Astrovirus/B4-080125_15.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/34_27.tif,34_27.tif,Astrovirus,1,train,train/Astrovirus/B4-080125_15.tif,2009-10-26 13:38:38 | 105000,train/Astrovirus/B4-080125_15.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/34_28.tif,34_28.tif,Astrovirus,1,train,train/Astrovirus/B4-080125_15.tif,2009-10-26 13:38:38 | 105000,train/Astrovirus/B4-080125_15.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/34_29.tif,34_29.tif,Astrovirus,1,train,train/Astrovirus/B4-080125_15.tif,2009-10-26 13:38:38 | 105000,train/Astrovirus/B4-080125_15.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/34_3.tif,34_3.tif,Astrovirus,1,train,train/Astrovirus/B4-080125_15.tif,2009-10-26 13:38:38 | 105000,train/Astrovirus/B4-080125_15.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/34_30.tif,34_30.tif,Astrovirus,1,train,train/Astrovirus/B4-080125_15.tif,2009-10-26 13:38:38 | 105000,train/Astrovirus/B4-080125_15.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/34_31.tif,34_31.tif,Astrovirus,1,train,train/Astrovirus/B4-080125_15.tif,2009-10-26 13:38:38 | 105000,train/Astrovirus/B4-080125_15.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/34_32.tif,34_32.tif,Astrovirus,1,train,train/Astrovirus/B4-080125_15.tif,2009-10-26 13:38:38 | 105000,train/Astrovirus/B4-080125_15.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/34_33.tif,34_33.tif,Astrovirus,1,train,train/Astrovirus/B4-080125_15.tif,2009-10-26 13:38:38 | 105000,train/Astrovirus/B4-080125_15.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/34_34.tif,34_34.tif,Astrovirus,1,train,train/Astrovirus/B4-080125_15.tif,2009-10-26 13:38:38 | 105000,train/Astrovirus/B4-080125_15.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/34_35.tif,34_35.tif,Astrovirus,1,train,train/Astrovirus/B4-080125_15.tif,2009-10-26 13:38:38 | 105000,train/Astrovirus/B4-080125_15.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/34_36.tif,34_36.tif,Astrovirus,1,train,train/Astrovirus/B4-080125_15.tif,2009-10-26 13:38:38 | 105000,train/Astrovirus/B4-080125_15.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/34_4.tif,34_4.tif,Astrovirus,1,train,train/Astrovirus/B4-080125_15.tif,2009-10-26 13:38:38 | 105000,train/Astrovirus/B4-080125_15.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/34_5.tif,34_5.tif,Astrovirus,1,train,train/Astrovirus/B4-080125_15.tif,2009-10-26 13:38:38 | 105000,train/Astrovirus/B4-080125_15.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/34_6.tif,34_6.tif,Astrovirus,1,train,train/Astrovirus/B4-080125_15.tif,2009-10-26 13:38:38 | 105000,train/Astrovirus/B4-080125_15.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/34_7.tif,34_7.tif,Astrovirus,1,train,train/Astrovirus/B4-080125_15.tif,2009-10-26 13:38:38 | 105000,train/Astrovirus/B4-080125_15.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/34_8.tif,34_8.tif,Astrovirus,1,train,train/Astrovirus/B4-080125_15.tif,2009-10-26 13:38:38 | 105000,train/Astrovirus/B4-080125_15.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/34_9.tif,34_9.tif,Astrovirus,1,train,train/Astrovirus/B4-080125_15.tif,2009-10-26 13:38:38 | 105000,train/Astrovirus/B4-080125_15.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/35_1.tif,35_1.tif,Astrovirus,1,train,train/Astrovirus/B4-080125_20.tif,2009-10-26 13:38:45 | 150000,train/Astrovirus/B4-080125_20.tif
